Age_ka,D,J,F,M,A,M,J,J,A,S,O,N,Summer_DJF,Spring_MAM,Winter_JJA,Spring_SON,Spring_Summer_SONDJF,Autumn_Winter_MAMJJA,Annual,DJF_Summer_SD,MAM_Spring_SD,JJA_Winter_SD,SON_Spring_SD,Spring_Summer_SONDJF_SD,Autumn_Winter_MAMJJA_SD,Annual_SD
-56.3,-30.73356,-30.242755,-16.31508,-3.629196,0.620935,0.435578,3.591767,14.450894,28.328789,31.743954,16.353065,-10.849656,-25.76379833,-0.857561,15.45715,12.41578767,-6.674005333,7.2997945,0.312894583,8.186509085,2.402094864,12.39917246,21.5680439,25.49870616,11.9856061,20.34921283
-56.2,-30.339517,-30.104304,-16.378878,-3.754192,0.518465,0.324624,3.389344,14.135604,28.052233,31.733201,16.679695,-10.351395,-25.60756633,-0.970367667,15.19239367,12.687167,-6.460199667,7.111013,0.325406667,7.993143784,2.412809985,12.36535995,21.32448159,25.44396835,11.91049821,20.2233234
-56.1,-29.937361,-29.955908,-16.435659,-3.876511,0.416133,0.213775,3.187208,13.81787,27.767534,31.711044,16.998499,-9.852399,-25.442976,-1.082201,14.924204,12.95238133,-6.245297333,6.9210015,0.337852083,7.800570854,2.422057694,12.32745261,21.07506227,25.38235414,11.83192634,20.09374888
-56,-29.527058,-29.79758,-16.485469,-3.996178,0.313947,0.103046,2.985366,13.497704,27.474693,31.677453,17.309455,-9.352642,-25.27003567,-1.193061667,14.65258767,13.211422,-6.029306833,6.729763,0.350228083,7.608860242,2.429859192,12.28544266,20.81976416,25.31382446,11.74988969,19.96048294
-55.9,-29.1065,-29.628256,-16.528304,-4.113556,0.21172,-0.0077,2.783194,13.173588,27.171754,31.631305,17.613191,-8.850085,-25.08768667,-1.303178667,14.37617867,13.46480367,-5.8114415,6.5365,0.36252925,7.417232035,2.436329586,12.23867366,20.55705651,25.23750215,11.66366185,19.82257113
-55.8,-28.677903,-29.448977,-16.5641,-4.228217,0.109681,-0.118284,2.581438,12.847283,26.860855,31.573615,17.90874,-8.347067,-24.89699333,-1.412273333,14.09652533,13.71176267,-5.592615333,6.342126,0.374755333,7.226788516,2.441341037,12.18782086,20.28857257,25.15416211,11.57402696,19.68101072
-55.7,-28.241475,-29.259842,-16.592866,-4.340124,0.007865,-0.228674,2.380192,12.518999,26.54223,31.504449,18.195946,-7.843846,-24.698061,-1.520311,13.813807,13.952183,-5.372939,6.146748,0.3869045,7.03774874,2.444891959,12.13294754,20.01447534,25.0638397,11.48106779,19.53589809
-55.6,-27.797457,-29.060968,-16.614613,-4.449238,-0.093694,-0.338839,2.179555,12.188966,26.216145,31.423893,18.47464,-7.340713,-24.49101267,-1.627257,13.528222,14.18594,-5.152536333,5.9504825,0.398973083,6.850355377,2.446979074,12.07413018,19.73495326,24.96658367,11.38488004,19.38734369
-55.5,-27.346115,-28.852485,-16.62935,-4.555517,-0.194958,-0.448744,1.979633,11.857432,25.882892,31.332052,18.744652,-6.837984,-24.27598333,-1.733073,13.23998567,14.41290667,-4.931538333,5.753456333,0.410959,6.664873491,2.447599729,12.01145448,19.45021659,24.86245459,11.28556862,19.23546882
-55.4,-26.887742,-28.634538,-16.637093,-4.658914,-0.295889,-0.558352,1.780535,11.52466,25.542787,31.22905,19.005807,-6.335997,-24.05312433,-1.837718333,12.94932733,14.63295333,-4.7100855,5.5558045,0.4228595,6.481586582,2.446748955,11.94501623,19.16049519,24.75152516,11.18324699,19.08040534
-55.3,-26.422657,-28.407287,-16.637859,-4.759385,-0.396445,-0.667628,1.582376,11.190924,25.196169,31.115033,19.257931,-5.835113,-23.822601,-1.941152667,12.65648967,14.84595033,-4.488325333,5.3576685,0.434671583,6.300799732,2.444424302,11.87491966,18.86604098,24.63388095,11.0780377,18.92229525
-55.2,-25.951197,-28.170906,-16.631671,-4.856881,-0.496585,-0.776535,1.385273,10.85651,24.843395,30.990161,19.500854,-5.335704,-23.58459133,-2.043333667,12.361726,15.05177033,-4.2664105,5.159196167,0.446392833,6.122834546,2.44062071,11.80127656,18.56711814,24.50961698,10.97006957,18.76128736
-55.1,-25.473718,-27.925578,-16.618556,-4.951357,-0.596265,-0.885033,1.189344,10.521707,24.484836,30.854613,19.734407,-4.838157,-23.339284,-2.144218333,12.06529567,15.25028767,-4.044498167,4.960538667,0.45802025,5.948028497,2.435337217,11.72420515,18.26400701,24.37883735,10.85947641,18.5975359
-55,-24.990587,-27.671499,-16.598545,-5.042766,-0.695443,-0.993085,0.994707,10.186809,24.120878,30.708581,19.958428,-4.342865,-23.086877,-2.243764667,11.76746467,15.44138133,-3.822747833,4.76185,0.469551083,5.776734492,2.428570369,11.64383101,17.95699723,24.24165365,10.74639782,18.43119921
-54.9,-24.502681,-27.409706,-16.572342,-5.131336,-0.794062,-1.100607,0.801453,9.852162,23.752328,30.553086,20.173557,-3.850003,-22.828243,-2.342001667,11.46864767,15.62554667,-3.601348167,4.563323,0.480987417,5.609360176,2.420492094,11.56051189,17.64671164,24.09889465,10.63117573,18.26292486
-54.8,-24.009762,-27.13946,-16.539258,-5.216741,-0.8921,-1.207615,0.609704,9.517944,23.379048,30.387412,20.378809,-3.360132,-22.56282667,-2.438818667,11.16889867,15.80202967,-3.3803985,4.36504,0.49232075,5.446217679,2.410918248,11.47410106,17.33304253,23.94988352,10.51370534,18.09231393
-54.7,-23.512198,-26.860913,-16.499278,-5.298915,-0.989515,-1.314072,0.419579,9.184456,23.001421,30.211722,20.573968,-2.873691,-22.29079633,-2.534167333,10.86848533,15.97066633,-3.160065,4.167159,0.503547,5.28769671,2.399834694,11.3847206,17.0162842,23.79469108,10.39412129,17.91949177
-54.6,-23.010373,-26.574234,-16.452396,-5.377792,-1.086261,-1.419945,0.231201,8.852001,22.619843,30.026203,20.758829,-2.391125,-22.01233433,-2.627999333,10.56768167,16.13130233,-2.940516,3.969841167,0.514662583,5.134195361,2.387227688,11.29249719,16.69674492,23.63340023,10.27256242,17.74458902
-54.5,-22.504691,-26.279609,-16.398618,-5.453313,-1.182296,-1.525194,0.04469,8.52089,22.234727,29.831062,20.933202,-1.912887,-21.72763933,-2.720267667,10.266769,16.28379233,-2.7219235,3.773250667,0.525663583,4.986115999,2.373088147,11.19756695,16.37474678,23.46610652,10.14917522,17.56774272
-54.4,-21.995572,-25.977246,-16.337963,-5.525421,-1.277574,-1.629785,-0.139833,8.191428,21.846494,29.626535,21.096921,-1.439423,-21.436927,-2.810926667,9.966029667,16.428011,-2.504458,3.5775515,0.53654675,4.843862856,2.35740806,11.10006991,16.05062233,23.2929228,10.02410863,17.38909677
-54.3,-21.483443,-25.66737,-16.270469,-5.59407,-1.372052,-1.733678,-0.322254,7.863918,21.455574,29.412876,21.249841,-0.971174,-21.14042733,-2.899933333,9.665746,16.56384767,-2.288289833,3.382906333,0.54730825,4.707831976,2.340186451,11.00015392,15.72471061,23.11397387,9.89751649,17.20879929
-54.2,-20.968741,-25.350226,-16.196188,-5.659221,-1.465687,-1.836838,-0.502464,7.538653,21.062396,29.190364,21.39185,-0.508563,-20.838385,-2.987248667,9.366195,16.691217,-2.073584,3.189473167,0.557944583,4.578411017,2.32142529,10.89796903,15.39735462,22.92940162,9.769553157,17.02700382
-54.1,-20.451902,-25.026074,-16.115193,-5.720846,-1.558437,-1.939226,-0.68036,7.215911,20.667387,28.959293,21.522865,-0.051993,-20.53105633,-3.072836333,9.067646,16.810055,-1.860500667,2.997404833,0.568452083,4.455967808,2.301133734,10.79366793,15.06889553,22.73935978,9.640372758,16.84386613
-54,-19.933355,-24.695187,-16.027573,-5.778927,-1.650264,-2.040807,-0.855849,6.895954,20.270962,28.719976,21.642837,0.398163,-20.218705,-3.156666,8.770355667,16.92032533,-1.649189833,2.806844833,0.5788275,4.340846874,2.279324576,10.68740249,14.73966961,22.54401466,9.510126747,16.65954347
-53.9,-19.414508,-24.358094,-15.933162,-5.833149,-1.741024,-2.14148,-1.028494,6.579842,19.874452,28.47303,21.751042,0.840283,-19.90192133,-3.238551,8.475266667,17.02145167,-1.440234833,2.618357833,0.5890615,4.233562167,2.255891251,10.57959186,14.41072327,22.3436219,9.379274011,16.47438129
-53.8,-18.894745,-24.014883,-15.832423,-5.883868,-1.830795,-2.241277,-1.198602,6.266916,19.477272,28.21853,21.848323,1.275449,-19.58068367,-3.318646667,8.181862,17.11410067,-1.2332915,2.431607667,0.599158083,4.134131929,2.231007448,10.47011008,14.08162097,22.13832418,9.247634811,16.28835388
-53.7,-18.374345,-23.665806,-15.725505,-5.931126,-1.919558,-2.340174,-1.366142,5.957295,19.079685,27.956763,21.934779,1.703507,-19.25521867,-3.396952667,7.890279333,17.19834967,-1.0284345,2.246663333,0.609114417,4.042777363,2.204712071,10.35906761,13.75258829,21.92828964,9.115311113,16.10158861
-53.6,-17.853561,-23.311106,-15.612559,-5.974969,-2.007294,-2.438146,-1.531093,5.651072,18.681922,27.688004,22.010528,2.12434,-18.925742,-3.473469667,7.600633667,17.27429067,-0.825725667,2.063582,0.618928167,3.959682506,2.177046749,10.24656464,13.42382909,21.71368275,8.982392619,15.91420542
-53.5,-17.332619,-22.951011,-15.493738,-6.015447,-2.093988,-2.53517,-1.693441,5.348317,18.28419,27.412513,22.075701,2.537857,-18.592456,-3.548201667,7.313022,17.34202367,-0.625216167,1.882410167,0.628597,3.884986757,2.14805378,10.13269384,13.09552991,21.49466117,8.848960483,15.7263166
-53.4,-16.811718,-22.585738,-15.369192,-6.052615,-2.179625,-2.631228,-1.853179,5.049086,17.886668,27.130539,22.130438,2.943997,-18.25554933,-3.621156,7.027525,17.401658,-0.426945667,1.7031845,0.638119417,3.818785243,2.117777365,10.0175374,12.76785901,21.27137674,8.715086731,15.5380278
-53.3,-16.291039,-22.215492,-15.239069,-6.086529,-2.264196,-2.726299,-2.010307,4.753415,17.489517,26.842316,22.174884,3.342716,-17.9152,-3.692341333,6.744208333,17.45330533,-0.230947333,1.5259335,0.647493083,3.761122663,2.086261185,9.901173041,12.44097178,21.04397491,8.580836556,15.34943905
-53.2,-15.770746,-21.840468,-15.103514,-6.117247,-2.347689,-2.820365,-2.164826,4.461333,17.092876,26.548066,22.209189,3.733985,-17.571576,-3.761767,6.463127667,17.49708,-0.037248,1.350680333,0.656716167,3.71199122,2.053550626,9.783667921,12.11501347,20.81259624,8.446267374,15.16064585
-53.1,-15.250988,-21.460848,-14.962666,-6.144824,-2.430095,-2.91341,-2.316741,4.172857,16.696874,26.248001,22.2335,4.117785,-17.224834,-3.829443,6.18433,17.53309533,0.154130667,1.1774435,0.665787083,3.671327192,2.019688151,9.665086992,11.79012163,20.57737447,8.311432706,14.97173937
-53,-14.731909,-21.076811,-14.816661,-6.169317,-2.511407,-3.005415,-2.466059,3.888001,16.301629,25.942324,22.247964,4.494104,-16.875127,-3.895379667,5.907857,17.561464,0.3431685,1.006238667,0.674703583,3.639011824,1.984717668,9.545490659,11.46642913,20.33844147,8.176382647,14.78280992
-52.9,-14.213106,-20.687798,-14.665113,-6.190605,-2.591657,-3.096434,-2.612827,3.606644,15.906837,25.630564,22.252166,4.862897,-16.52200567,-3.959565333,5.633551333,17.58187567,0.529935,0.836993,0.683464,3.614754059,1.948551629,9.424741571,11.14372949,20.09532478,8.040983091,14.59352375
-52.8,-13.695379,-20.294811,-14.508717,-6.208921,-2.670785,-3.186371,-2.756987,3.328991,15.513132,25.313688,22.246842,5.224116,-16.16630233,-4.022025667,5.361712,17.594882,0.714289833,0.669843167,0.6920665,3.598446544,1.9113714,9.303132702,10.8225817,19.84883138,7.905504871,14.4044548
-52.7,-13.178903,-19.898069,-14.347637,-6.224327,-2.748779,-3.275203,-2.898541,3.055063,15.120649,24.991936,22.232173,5.577754,-15.808203,-4.082769667,5.092390333,17.600621,0.896209,0.504810333,0.700509667,3.589810262,1.87322754,9.180731401,10.50314577,19.59913212,7.770005952,14.21572254
-52.6,-12.663846,-19.497781,-14.182024,-6.236881,-2.825627,-3.362911,-3.037491,2.784879,14.729517,24.665535,22.20833,5.923795,-15.44788367,-4.141806333,4.825635,17.59922,1.075668167,0.341914333,0.70879125,3.588518833,1.834167909,9.057602172,10.18558422,19.34638869,7.634542084,14.02744105
-52.5,-12.150374,-19.09414,-14.01202,-6.246637,-2.901318,-3.449472,-3.173836,2.518461,14.339863,24.334697,22.175468,6.262219,-15.08551133,-4.199142333,4.561496,17.59079467,1.252641667,0.181176833,0.71690925,3.594198005,1.794239117,8.933806981,9.870057621,19.09075197,7.499167666,13.83971802
-52.4,-11.638654,-18.687332,-13.83775,-6.253638,-2.975837,-3.534868,-3.307572,2.255837,13.951812,23.999627,22.133726,6.59299,-14.72124533,-4.254781,4.300025667,17.57544767,1.427101167,0.022622333,0.72486175,3.606437077,1.753482505,8.809404889,9.556734742,18.83236418,7.363935177,13.65265572
-52.3,-11.12886,-18.277532,-13.659328,-6.257921,-3.049172,-3.619077,-3.438688,1.997043,13.565496,23.660523,22.083222,6.916052,-14.35524,-4.308723333,4.041283667,17.55326567,1.599012833,-0.133719833,0.7326465,3.62478937,1.711936501,8.68445498,9.245793939,18.5713581,7.228898881,13.46635096
-52.2,-10.621178,-17.86491,-13.476851,-6.259513,-3.121308,-3.70208,-3.567172,1.742132,13.18106,23.317577,22.024055,7.231324,-13.98764633,-4.360967,3.78534,17.52431867,1.768336167,-0.2878135,0.740261333,3.648780238,1.669635204,8.559021146,8.937427158,18.30785793,7.094117648,13.28089568
-52.1,-10.115813,-17.449634,-13.290405,-6.258433,-3.192227,-3.783855,-3.693,1.491169,12.798662,22.970985,21.956303,7.538695,-13.61861733,-4.411505,3.532277,17.488661,1.935021833,-0.439614,0.747703917,3.677910428,1.626610955,8.433167867,8.63184583,18.04198283,6.959653377,13.096378
-52,-9.612996,-17.031876,-13.100066,-6.254687,-3.261911,-3.864383,-3.816141,1.244242,12.418486,22.620946,21.880024,7.83802,-13.24831267,-4.460327,3.282195667,17.44633,2.099008667,-0.589065667,0.7549715,3.711661073,1.582889442,8.306968148,8.329283111,17.77384822,6.82557695,12.91288341
-51.9,-9.111064,-16.611509,-12.906616,-6.248942,-3.330502,-3.943698,-3.937186,0.999897,12.038911,22.267094,21.796736,8.131738,-12.87639633,-4.507714,3.033874,17.39852267,2.261063167,-0.73692,0.762071583,3.750313816,1.538801009,8.17995817,8.028716131,17.50375019,6.691376133,12.73057392
-51.8,-8.612221,-16.188872,-12.709231,-6.240436,-3.397809,-4.021728,-4.055419,0.759903,11.662019,21.910097,21.704747,8.416834,-12.50344133,-4.553324333,2.788834333,17.34389267,2.420225667,-0.882245,0.768990333,3.792515278,1.494014077,8.052756428,7.731741362,17.2314887,6.557726269,12.54938905
-51.7,-8.116999,-15.764242,-12.507936,-6.229105,-3.463789,-4.09844,-4.170727,0.524559,11.288265,21.550298,21.603985,8.692828,-12.12972567,-4.597111333,2.547365667,17.28237033,2.576322333,-1.024872833,0.77572475,3.837624743,1.44853304,7.925523233,7.438810301,16.95720267,6.424790431,12.36942378
-51.6,-7.625986,-15.33795,-12.302786,-6.21489,-3.528398,-4.173799,-4.282991,0.294183,10.918146,21.188091,21.494406,8.959218,-11.755574,-4.639029,2.309779333,17.213905,2.7291655,-1.164624833,0.782270333,3.88499394,1.402369078,7.798436571,7.150409102,16.68106188,6.292748364,12.19078395
-51.5,-7.139812,-14.910374,-12.093861,-6.19774,-3.591589,-4.247766,-4.392087,0.069103,10.552189,20.823917,21.376004,9.215505,-11.381349,-4.679031667,2.076401667,17.13847533,2.878563167,-1.301315,0.788624083,3.933975529,1.35554355,7.671687053,6.867044065,16.40326483,6.161791629,12.01358326
-51.4,-6.659132,-14.481936,-11.881277,-6.177617,-3.653314,-4.320302,-4.497896,-0.150353,10.190935,20.458257,21.248818,9.4612,-11.00744833,-4.717077667,1.847562,17.05609167,3.024321667,-1.434757833,0.794781917,3.983936246,1.30809006,7.545474624,6.589236014,16.1240378,6.032119275,11.83794154
-51.3,-6.184608,-14.053091,-11.665181,-6.154497,-3.713525,-4.391364,-4.600302,-0.363871,9.834923,20.091619,21.112936,9.695852,-10.63429333,-4.753128667,1.623583333,16.96680233,3.1662545,-1.564772667,0.800740917,4.034266131,1.260056083,7.420000758,6.317500389,15.84362933,5.903930708,11.66398028
-51.2,-5.716892,-13.624316,-11.445749,-6.128373,-3.772179,-4.46091,-4.699203,-0.571159,9.484673,19.724528,20.968497,9.919055,-10.262319,-4.787154,1.404770333,16.87069333,3.304187167,-1.691191833,0.806497667,4.084387164,1.211502745,7.295464834,6.052340155,15.56230457,5.777421268,11.49181936
-51.1,-5.256603,-13.1961,-11.223184,-6.099258,-3.829233,-4.5289,-4.794507,-0.771961,9.14067,19.357507,20.81569,10.130471,-9.891962333,-4.819130333,1.191400667,16.76788933,3.4379635,-1.813864833,0.812049333,4.133765414,1.162509617,7.172055583,5.794226956,15.28033836,5.652775321,11.32157292
-51,-4.804308,-12.768924,-10.997711,-6.06718,-3.884651,-4.595295,-4.886142,-0.966065,8.803346,18.991065,20.654747,10.329834,-9.523647667,-4.849042,0.983713,16.65854867,3.5674505,-1.9326645,0.817393,4.181916312,1.113170636,7.049946533,5.54359373,14.99800532,5.530159786,11.15334418
-50.9,-4.365093,-12.345608,-10.769654,-6.031506,-3.938052,-4.659832,-4.972954,-1.150436,8.477117,18.628389,20.485012,10.512737,-9.160118333,-4.876463333,0.784575667,16.542046,3.690963833,-2.045943833,0.82251,4.226713701,1.063406913,6.930678545,5.303412817,14.7165517,5.411124145,10.98768782
-50.8,-3.93455,-11.92425,-10.53933,-5.993095,-3.989785,-4.722709,-5.056107,-1.328071,8.157978,18.267181,20.308007,10.683728,-8.799376667,-4.901863,0.591266667,16.41963867,3.810131,-2.155298167,0.827416417,4.269590697,1.013599949,6.812921797,5.071168117,14.43530674,5.294304238,10.82420573
-50.7,-3.512578,-11.504985,-10.306938,-5.95207,-4.039862,-4.783923,-5.135683,-1.499168,7.845769,17.907539,20.124087,10.843154,-8.441500333,-4.925285,0.403639333,16.29159333,3.9250465,-2.260822833,0.832111833,4.310398552,0.963909887,6.69664325,4.846894845,14.1543826,5.17966134,10.66290141
-50.6,-3.098985,-11.087873,-10.072648,-5.90855,-4.088302,-4.843471,-5.211778,-1.663967,7.540252,17.549483,19.933581,10.991413,-8.086502,-4.946774333,0.221502333,16.158159,4.0358285,-2.362636,0.83659625,4.349041828,0.914510459,6.581778881,4.630597045,13.87384999,5.067127604,10.50375917
-50.5,-2.693505,-10.672907,-9.836597,-5.862647,-4.135129,-4.901359,-5.2845,-1.822738,7.24113,17.192967,19.736787,11.128937,-7.734336333,-4.966378333,0.044630667,16.01956367,4.142613667,-2.460873833,0.840869917,4.385469074,0.865592425,6.468241726,4.422264911,13.59374253,4.956614154,10.34674934
-50.4,-2.29582,-10.260025,-9.59889,-5.814468,-4.180369,-4.957595,-5.35396,-1.975768,6.948069,16.837885,19.533966,11.256169,-7.384911667,-4.984144,-0.127219667,15.87600667,4.2455475,-2.555681833,0.844932833,4.419662359,0.81737294,6.355928538,4.221893916,13.31406091,4.84801863,10.19183128
-50.3,-1.905578,-9.849123,-9.3596,-5.764106,-4.22405,-5.01219,-5.420268,-2.123345,6.660709,16.484094,19.325341,11.373547,-7.038100333,-5.000115333,-0.294301333,15.72766067,4.344780167,-2.647208333,0.848785917,4.451628614,0.770098999,6.244721921,4.029503753,13.03478121,4.741228465,10.03895844
-50.2,-1.522422,-9.440069,-9.118776,-5.711645,-4.266198,-5.065155,-5.483531,-2.265752,6.378692,16.131425,19.111096,11.481484,-6.693755667,-5.014332667,-0.456863667,15.57466833,4.440456333,-2.735598167,0.852429083,4.48138664,0.724062456,6.134504167,3.845156474,12.75586273,4.636132034,9.888083029
-50.1,-1.146013,-9.032719,-8.876443,-5.657154,-4.306841,-5.116504,-5.543847,-2.403246,6.101681,15.779704,18.89138,11.580353,-6.351725,-5.026833,-0.615137333,15.41714567,4.532710333,-2.820985167,0.855862583,4.508955934,0.67960795,6.025162243,3.668973338,12.47725685,4.532625774,9.73916035
-50,-0.776048,-8.626936,-8.632616,-5.600687,-4.345999,-5.166246,-5.601298,-2.536053,5.829374,15.428767,18.666311,11.670474,-6.011866667,-5.037644,-0.769325667,15.255184,4.621658667,-2.903484833,0.859086917,4.534352864,0.637153318,5.916591899,3.501147259,12.19891751,4.430617568,9.592151889
-49.9,-0.406978,-8.218829,-8.386064,-5.542514,-4.384063,-5.214696,-5.65698,-2.667153,5.557052,15.074534,18.435407,11.755675,-5.670623667,-5.047091,-0.922360333,15.08853867,4.7089575,-2.984725667,0.862115917,4.559217714,0.597135459,5.807052136,3.339888021,11.91886628,4.328439792,9.446269608
-49.8,-0.044346,-7.812265,-8.137995,-5.48236,-4.42064,-5.261535,-5.709811,-2.793616,5.289378,14.721076,18.199178,11.832145,-5.331535333,-5.054845,-1.071349667,14.91746633,4.7929655,-3.063097333,0.864934083,4.581735838,0.560225764,5.698262073,3.188056489,11.6391161,4.227775768,9.302339526
-49.7,0.311473,-7.407572,-7.888558,-5.420242,-4.455703,-5.306735,-5.759738,-2.9153,5.026626,14.368717,17.957788,11.899725,-4.994885667,-5.060893333,-1.216137333,14.74207667,4.8735955,-3.138515333,0.867540083,4.601729958,0.527174036,5.590328918,3.046240291,11.35986373,4.128743218,9.160423189
-49.6,0.660034,-7.005141,-7.637933,-5.35618,-4.489223,-5.350265,-5.806698,-3.032032,4.769126,14.017841,17.711425,11.958224,-4.661013333,-5.065222667,-1.356534667,14.56249667,4.950741667,-3.210878667,0.8699315,4.619011255,0.498839111,5.483382333,2.915015915,11.0813372,4.031480982,9.020585067
-49.5,1.000838,-6.605413,-7.386326,-5.290197,-4.521164,-5.392087,-5.85062,-3.143621,4.517248,13.668883,17.460307,12.007438,-4.330300333,-5.067816,-1.492331,14.378876,5.024287833,-3.2800735,0.872107167,4.633382482,0.476147771,5.37756829,2.79490834,10.80379017,3.936141621,8.882888126
-49.4,1.333349,-6.208875,-7.13397,-5.222323,-4.551489,-5.432165,-5.891431,-3.249858,4.271391,13.322313,17.204678,12.047155,-4.003165333,-5.068659,-1.623299333,14.191382,5.094108333,-3.345979167,0.874064583,4.644646285,0.460007634,5.273045379,2.686349115,10.52749496,3.842889123,8.747389041
-49.3,1.657014,-5.816038,-6.881114,-5.152594,-4.580159,-5.470457,-5.929053,-3.350535,4.031963,12.97862,16.944804,12.077172,-3.680046,-5.067736667,-1.749208333,14.00019867,5.160076333,-3.4084725,0.875801917,4.652607205,0.451174254,5.169975363,2.589628844,10.25273076,3.751888921,8.614131517
-49.2,1.971281,-5.427429,-6.628021,-5.081051,-4.607138,-5.506922,-5.963412,-3.445448,3.799369,12.638304,16.680971,12.0973,-3.361389667,-5.065037,-1.869830333,13.805525,5.222067667,-3.467433667,0.877317,4.657079301,0.450105707,5.068520641,2.504858001,9.979777966,3.663304839,8.483144535
-49.1,2.275618,-5.043569,-6.374962,-5.007739,-4.632388,-5.54152,-5.99444,-3.534405,3.573995,12.301851,16.413475,12.107379,-3.047637667,-5.060549,-1.98495,13.60756833,5.279965333,-3.5227495,0.878607917,4.65789008,0.456860942,4.968837408,2.431931127,9.708906101,3.577292217,8.354436773
-49,2.569526,-4.66496,-6.122201,-4.932709,-4.655874,-5.574211,-6.022074,-3.617238,3.356195,11.969724,16.142615,12.107279,-2.739211667,-5.054264667,-2.094372333,13.40653933,5.333663833,-3.5743185,0.879672667,4.654880186,0.471081253,4.871069927,2.370508993,9.440363954,3.493992659,8.227993952
-48.9,2.848785,-4.295632,-5.871805,-4.856305,-4.677326,-5.604715,-6.045721,-3.692192,3.149334,11.6458,15.8704,12.095425,-2.439550667,-5.046115333,-2.196193,13.203875,5.382162167,-3.621154167,0.880504,4.647144384,0.491969065,4.776585482,2.32019554,9.176422684,3.414635876,8.104496352
-48.8,3.117167,-3.932173,-5.622109,-4.778298,-4.69698,-5.633266,-6.065949,-3.76096,2.950292,11.326705,15.595345,12.073495,-2.145705,-5.036181333,-2.292205667,12.998515,5.426405,-3.6641935,0.88110575,4.63544358,0.518686542,4.684130646,2.279707956,8.915042459,3.338093317,7.983056993
-48.7,3.37466,-3.574644,-5.37316,-4.698705,-4.714834,-5.659855,-6.082768,-3.823576,2.759033,11.012464,15.317545,12.041566,-1.857714667,-5.024464667,-2.382437,12.790525,5.466405167,-3.703450833,0.881477167,4.619737378,0.550323262,4.593693769,2.248140408,8.656195532,3.264359709,7.863538437
-48.6,3.62129,-3.223064,-5.124982,-4.617539,-4.730887,-5.684479,-6.096188,-3.880092,2.575488,10.703061,15.037069,11.999725,-1.575585333,-5.010968333,-2.466930667,12.57995167,5.502183167,-3.7389495,0.881616833,4.599995429,0.586024237,4.505248037,2.224500747,8.399828149,3.19341698,7.745794892
-48.5,3.857117,-2.877419,-4.877577,-4.534805,-4.74514,-5.707135,-6.106226,-3.930567,2.399566,10.398449,14.753961,11.94806,-1.299293,-4.995693333,-2.545742333,12.36682333,5.533765167,-3.770717833,0.881523667,4.576197228,0.625037708,4.418758752,2.207746191,8.145864621,3.125238933,7.629675054
-48.4,4.082217,-2.537669,-4.630935,-4.450506,-4.757593,-5.727822,-6.112897,-3.975065,2.231163,10.09856,14.468251,11.886666,-1.028795667,-4.978640333,-2.618933,12.151159,5.561181667,-3.798786667,0.8811975,4.548327,0.666731193,4.334184447,2.196819808,7.894218125,3.059794067,7.515028091
-48.3,4.29668,-2.203761,-4.385033,-4.36464,-4.768252,-5.746542,-6.116219,-4.013653,2.070168,9.803312,14.179956,11.815633,-0.764038,-4.959811333,-2.686568,11.932967,5.5844645,-3.823189667,0.880637417,4.516374308,0.710587446,4.251481974,2.190679946,7.644793457,2.997049211,7.401705735
-48.2,4.500596,-1.875642,-4.13985,-4.277207,-4.777119,-5.763296,-6.116209,-4.046396,1.916471,9.512625,13.889092,11.735053,-0.504965333,-4.939207333,-2.748711333,11.71225667,5.603645667,-3.843959333,0.879843167,4.48033399,0.756187543,4.170608603,2.188322555,7.397500478,2.936971247,7.289567813
-48.1,4.694049,-1.553262,-3.895366,-4.188205,-4.784197,-5.778086,-6.112884,-4.073356,1.769968,9.226423,13.595678,11.645015,-0.251526333,-4.916829333,-2.805424,11.48903867,5.618756167,-3.861126667,0.87881475,4.440202621,0.803196054,4.091525092,2.18879962,7.152255392,2.879529534,7.178482831
-48,4.87711,-1.23659,-3.651574,-4.097639,-4.789489,-5.790912,-6.106258,-4.094589,1.630567,8.944647,13.299745,11.545607,-0.003684667,-4.89268,-2.85676,11.263333,5.629824167,-3.87472,0.877552083,4.395981615,0.851339914,4.014197397,2.191227648,6.908991194,2.82469737,7.068331758
-47.9,5.05137,-0.923676,-3.407216,-4.00514,-4.793072,-5.801872,-6.096454,-4.110612,1.496977,8.665469,12.999918,11.436934,0.240159333,-4.866694667,-2.903363,11.034107,5.637133167,-3.885028833,0.876052167,4.347735479,0.900625723,3.9380371,2.195122827,6.66643376,2.772022101,6.95859139
-47.8,5.215111,-0.616698,-3.163703,-3.911123,-4.794862,-5.810855,-6.08335,-4.120921,1.370527,8.390881,12.697812,11.319007,0.478236667,-4.838946667,-2.944581333,10.80256667,5.640401667,-3.891764,0.874318833,4.295380362,0.950632953,3.863664302,2.199419611,6.425934377,2.721989703,6.849657256
-47.7,5.368231,-0.315864,-2.921195,-3.815645,-4.794853,-5.817848,-6.066953,-4.125526,1.251259,8.121039,12.393647,11.191939,0.710390667,-4.809448667,-2.980406667,10.568875,5.639632833,-3.894927667,0.872352583,4.238932039,1.001181296,3.791112031,2.203395412,6.187593432,2.674617012,6.741479302
